,outcome,n,predictor,coefficient,p_value
0,glucose_mean,2116,active_calories,0.018221337033697056,0.004597004062657199
1,glucose_mean,2116,bmi,0.18135794288645402,0.07029434462646753
2,glucose_mean,2116,age,0.09936508347534592,0.12980052769868713
3,glucose_mean,2116,steps,-0.00014909944762133114,0.5559632174163953
