,env_outcome,n,predictor,coefficient,p_value
0,log_voc,2139,glucose_cv,0.0017121683596398069,0.10431253060691709
1,log_voc,2139,hba1c,-0.004687784368325104,0.3139759200091908
2,log_voc,2139,intraday_glucose_variance,-9.177934598216553e-06,0.36065751572933996
3,log_voc,2139,glucose_mean,7.327599912513165e-05,0.672334034249416
4,log_voc,2139,interday_glucose_variance,1.727943092164238e-06,0.8597328887206501
