,outcome,n,predictor,coefficient,p_value
0,glucose_cv,2116,age,0.06135446028295507,5.4477452603309286e-08
1,glucose_cv,2116,bmi,0.041175108906312735,0.014552911071812233
2,glucose_cv,2116,active_calories,-0.000822448333438015,0.45834647269557155
3,glucose_cv,2116,steps,8.768923650256006e-06,0.8409725626472286
