,env_outcome,n,predictor,coefficient,p_value
0,mean_light,2140,interday_glucose_variance,1.7821607798338542e-06,0.08338586435802195
1,mean_light,2140,glucose_cv,-0.00011551212613176032,0.29739993775554285
2,mean_light,2140,hba1c,0.00035635823488239986,0.4669686450809441
3,mean_light,2140,glucose_mean,-1.1301647664362949e-05,0.5352813200210833
4,mean_light,2140,intraday_glucose_variance,-4.7508996870248915e-07,0.652886743830053
