,env_outcome,n,predictor,coefficient,p_value
0,log_nox,2139,glucose_cv,0.001962740594950755,0.14859375146608753
1,log_nox,2139,interday_glucose_variance,-1.0729464471557097e-05,0.3946956381690056
2,log_nox,2139,hba1c,-0.0034463186796790096,0.5657746355850312
3,log_nox,2139,intraday_glucose_variance,-4.7547900447210864e-06,0.7133235703881609
4,log_nox,2139,glucose_mean,7.910740175959151e-05,0.7231841572297204
