,outcome,n,predictor,coefficient,p_value
0,tar_180,2116,bmi,0.4181653114950023,1.4002376510971196e-10
1,tar_180,2116,age,0.17278231556866,6.8551758813327e-05
2,tar_180,2116,active_calories,0.01221459039510217,0.004276736346358858
3,tar_180,2116,steps,-0.0001065243969461349,0.5268321376541035
