pollutant,scope,site,outcome,n,r2,coef,p_value,q_value_at_0.05,fdr_significant_q0.05,q_value_at_0.1,fdr_significant_q0.1
VOC,per_site,UW,moderate_hypo_fraction,711,0.0250585105140211,0.0030959312351582,0.4822458470034582,0.7667636580448243,False,0.7667636580448243,False
NOx,per_site,UAB,severe_hyper_fraction,715,0.0496110668222548,-0.0207027731395346,0.4830429257678723,0.7667636580448243,False,0.7667636580448243,False
NOx,pooled,all,normal_fraction,1944,0.0624261874494418,-0.0189352984080942,0.4839985837940385,0.7667636580448243,False,0.7667636580448243,False
PM2.5,per_site,UCSD,normal_mean_glucose,516,0.0657115734143635,-0.6318418803414865,0.4845520339033264,0.7667636580448243,False,0.7667636580448243,False
NOx,per_site,UAB,severe_hyper_minutes_per_day,715,0.050348852686271,-24.37893766701333,0.4945448874462478,0.7732626923062299,False,0.7732626923062299,False
PM2.5,per_site,UW,severe_hypo_mean_glucose,215,0.0880795688560088,-0.1386586452504202,0.4953225372395805,0.7732626923062299,False,0.7732626923062299,False
PM2.5,per_site,UW,normal_fraction,711,0.0966745863393948,-0.0051052857831886,0.4967138822105991,0.7732626923062299,False,0.7732626923062299,False
NOx,per_site,UW,glucose_mean,711,0.110030300336837,-4.663050309346258,0.503802375492433,0.7800810975366704,False,0.7800810975366704,False
NOx,pooled,all,moderate_hypo_minutes_per_day,1944,0.0086446838194802,1.779428751541004,0.51468695383996,0.788906611413,False,0.788906611413,False
NOx,per_site,UAB,severe_hypo_mean_glucose,264,0.0331790913185269,-0.6112678789189032,0.5161863404333188,0.788906611413,False,0.788906611413,False
NOx,per_site,UCSD,moderate_hypo_fraction,518,0.0249763858780591,-0.0022696535527874,0.5196420206610921,0.788906611413,False,0.788906611413,False
NOx,per_site,UCSD,moderate_hypo_minutes_per_day,518,0.0247399339404161,-3.223677956088759,0.5213905994581127,0.788906611413,False,0.788906611413,False
PM2.5,per_site,UAB,moderate_hypo_mean_glucose,448,0.0116492128289271,0.076099125463691,0.5308705748597531,0.788906611413,False,0.788906611413,False
NOx,pooled,all,severe_hyper_fraction,1944,0.0398757802752548,-0.010420183576469,0.5340428574592295,0.788906611413,False,0.788906611413,False
VOC,per_site,UCSD,severe_hypo_fraction,518,0.0568732909575803,0.0018283648915102,0.5348329751481667,0.788906611413,False,0.788906611413,False
NOx,per_site,UCSD,severe_hyper_mean_glucose,189,0.0898456306654216,5.711771800275176,0.5367382201161855,0.788906611413,False,0.788906611413,False
NOx,pooled,all,moderate_hypo_fraction,1944,0.0091449501268007,0.0012176234190759,0.5379592055988377,0.788906611413,False,0.788906611413,False
VOC,per_site,UAB,glucose_cv_ratio,715,0.0339960828423745,0.0093797577390596,0.5385579210591672,0.788906611413,False,0.788906611413,False
NOx,per_site,UAB,severe_hypo_windows_per_day,715,0.0245039099171163,0.0443056057570315,0.5396340362790313,0.788906611413,False,0.788906611413,False
PM2.5,per_site,UCSD,normal_windows_per_day,518,0.0582118396693398,0.0495740708007378,0.5507011139903756,0.801019802167819,False,0.801019802167819,False
NOx,per_site,UW,normal_windows_per_day,711,0.0468217835922976,0.1829999345230123,0.5574274311370583,0.8043209013897152,False,0.8043209013897152,False
VOC,per_site,UCSD,severe_hypo_minutes_per_day,518,0.0561270101402575,2.07277130626218,0.5609517452666495,0.8043209013897152,False,0.8043209013897152,False
NOx,per_site,UW,severe_hyper_fraction,711,0.0691438132530064,-0.0135909365145036,0.5613489624282387,0.8043209013897152,False,0.8043209013897152,False
VOC,per_site,UAB,glucose_mean_daily_variance,715,0.0425560947384533,-120.3307684963399,0.5675790859658796,0.8085354576204957,False,0.8085354576204957,False
VOC,per_site,UCSD,moderate_hypo_minutes_per_day,518,0.0245565638206204,2.873004282534009,0.5739575154096271,0.8085354576204957,False,0.8085354576204957,False
VOC,per_site,UAB,normal_mean_glucose,710,0.0417078253638116,2.3462670710513702,0.5786426592334051,0.8085354576204957,False,0.8085354576204957,False
VOC,per_site,UW,severe_hypo_windows_per_day,711,0.0181892050080697,0.0296227013454271,0.5788482663998072,0.8085354576204957,False,0.8085354576204957,False
NOx,pooled,all,severe_hyper_minutes_per_day,1944,0.040363836213073,-10.743112371136762,0.5789357490144178,0.8085354576204957,False,0.8085354576204957,False
VOC,per_site,UCSD,moderate_hypo_fraction,518,0.0247552820020294,0.0019622831717626,0.5838914462456074,0.8085354576204957,False,0.8085354576204957,False
NOx,per_site,UW,severe_hyper_minutes_per_day,711,0.061409079445455,-13.615090742331372,0.5849157275847212,0.8085354576204957,False,0.8085354576204957,False
NOx,per_site,UW,moderate_hypo_minutes_per_day,711,0.0247277342054911,2.239038982734534,0.5868035072657433,0.8085354576204957,False,0.8085354576204957,False
NOx,per_site,UW,moderate_hypo_fraction,711,0.0247754869472209,0.0015680489502322,0.5895571045149448,0.8085354576204957,False,0.8085354576204957,False
VOC,per_site,UAB,glucose_mean,715,0.0531847106670908,-5.605258548806123,0.5948541144996391,0.8119335780848155,False,0.8119335780848155,False
VOC,per_site,UW,moderate_hypo_mean_glucose,420,0.0179642509209796,0.6980164159740572,0.5984946368628871,0.812088882071085,False,0.812088882071085,False
PM2.5,per_site,UW,severe_hyper_fraction,711,0.069058424170342,0.0023126768558778,0.6011251596633034,0.812088882071085,False,0.812088882071085,False
PM2.5,per_site,UW,normal_mean_glucose,707,0.1112196118867777,-0.3221536337809908,0.6036908216856396,0.812088882071085,False,0.812088882071085,False
NOx,per_site,UAB,moderate_hyper_minutes_per_day,715,0.0429684300307867,19.22671234638476,0.6088414742275672,0.812088882071085,False,0.812088882071085,False
NOx,per_site,UAB,severe_hypo_minutes_per_day,715,0.019034156829051,1.719940825745479,0.6092521748901594,0.812088882071085,False,0.812088882071085,False
NOx,per_site,UAB,moderate_hyper_fraction,715,0.0438986351926631,0.0133264246849464,0.6118864146160605,0.812088882071085,False,0.812088882071085,False
NOx,pooled,all,normal_mean_glucose,1933,0.0589629071484113,1.0043094699915966,0.6260162020686161,0.82632567612919,False,0.82632567612919,False
NOx,per_site,UAB,glucose_mean,715,0.053116488853432,-3.818342720120164,0.6298891507339233,0.82632567612919,False,0.82632567612919,False
PM2.5,per_site,UW,moderate_hyper_mean_glucose,632,0.0850519662700801,0.1863768019145233,0.6312210025986867,0.82632567612919,False,0.82632567612919,False
VOC,per_site,UCSD,glucose_mean,518,0.0500985375446956,5.322319481291723,0.6390039996345259,0.8327291940938618,False,0.8327291940938618,False
NOx,per_site,UW,moderate_hyper_minutes_per_day,711,0.1053428902377517,16.2053538376237,0.6664652876329255,0.86460361638866,False,0.86460361638866,False
PM2.5,per_site,UW,moderate_hypo_mean_glucose,420,0.017725057750194,0.0668251332374695,0.673071662032705,0.8668771809346529,False,0.8668771809346529,False
NOx,pooled,all,severe_hyper_mean_glucose,728,0.068523524629644,-1.5670376828894712,0.6767674849171822,0.8668771809346529,False,0.8668771809346529,False
VOC,per_site,UW,severe_hypo_minutes_per_day,711,0.0154205191943239,0.6384842086200662,0.6820832082622243,0.8668771809346529,False,0.8668771809346529,False
VOC,per_site,UW,glucose_overall_variance,711,0.0907320862924783,93.06985872616885,0.6834560018668668,0.8668771809346529,False,0.8668771809346529,False
PM2.5,per_site,UCSD,moderate_hyper_fraction,518,0.0575386487300487,0.0027238615158845,0.6878163441212499,0.8668771809346529,False,0.8668771809346529,False
NOx,per_site,UW,moderate_hyper_mean_glucose,632,0.0849481654864734,0.8357196595756591,0.6890365247107858,0.8668771809346529,False,0.8668771809346529,False
NOx,per_site,UW,moderate_hyper_fraction,711,0.1053368172949021,0.0104403399534962,0.6912188316718662,0.8668771809346529,False,0.8668771809346529,False
VOC,per_site,UW,severe_hypo_fraction,711,0.0154710845430344,0.000430455453055,0.6978077659467852,0.8668771809346529,False,0.8668771809346529,False
NOx,per_site,UW,glucose_overall_variance,711,0.0907112267747415,58.362603169640906,0.6983086794607766,0.8668771809346529,False,0.8668771809346529,False
PM2.5,per_site,UCSD,glucose_mean,518,0.0499673288200837,0.7714351821937314,0.6983177290862482,0.8668771809346529,False,0.8668771809346529,False
VOC,per_site,UCSD,severe_hyper_mean_glucose,189,0.0885765075706292,-3.704749245099784,0.7126174561993296,0.873389249417966,False,0.873389249417966,False
NOx,pooled,all,moderate_hypo_mean_glucose,1150,0.0101369373169337,-0.1751214586866566,0.7128177648638268,0.873389249417966,False,0.873389249417966,False
PM2.5,per_site,UCSD,moderate_hyper_minutes_per_day,518,0.0580479157305898,3.466360736931658,0.7197929891322418,0.873389249417966,False,0.873389249417966,False
VOC,per_site,UW,severe_hyper_fraction,711,0.0688643029185669,-0.0126745475262796,0.7208652630652502,0.873389249417966,False,0.873389249417966,False
PM2.5,per_site,UW,severe_hypo_fraction,711,0.0154376597581813,-4.928222019796649e-05,0.7215118040068322,0.873389249417966,False,0.873389249417966,False
PM2.5,per_site,UW,moderate_hyper_fraction,711,0.1052971673091732,0.0017696234759508,0.7217591713940136,0.873389249417966,False,0.873389249417966,False
PM2.5,per_site,UW,severe_hypo_minutes_per_day,711,0.0153536808451935,-0.0674466453535616,0.7286291683496869,0.8765463252759578,False,0.8765463252759578,False
PM2.5,per_site,UAB,normal_mean_glucose,710,0.041447106878068,0.2112484593291,0.7304552710632982,0.8765463252759578,False,0.8765463252759578,False
VOC,per_site,UW,severe_hyper_minutes_per_day,711,0.0611558363234876,-12.528082190441086,0.7402393914229439,0.8846014304141404,False,0.8846014304141404,False
NOx,per_site,UAB,moderate_hyper_windows_per_day,715,0.0363220170094247,0.135081437319832,0.7473492413480202,0.8894073616042554,False,0.8894073616042554,False
NOx,per_site,UW,severe_hyper_windows_per_day,711,0.0844095038404474,-0.045018847634417,0.7535254497356931,0.8930671996867474,False,0.8930671996867474,False
NOx,per_site,UAB,normal_mean_glucose,710,0.041393055290687,-0.8949847072661982,0.7781611933367972,0.9184853429549082,False,0.9184853429549082,False
VOC,per_site,UW,glucose_mean_daily_variance,711,0.092921525389487,42.42978108529434,0.8112502614990103,0.9379083567207765,False,0.9379083567207765,False
PM2.5,per_site,UW,moderate_hyper_minutes_per_day,711,0.1051772339391995,1.6888247203173683,0.8122120306498815,0.9379083567207765,False,0.9379083567207765,False
PM2.5,per_site,UW,severe_hypo_windows_per_day,711,0.0178322581434112,0.0015496623437127,0.8159099348957403,0.9379083567207765,False,0.9379083567207765,False
PM2.5,pooled,all,normal_mean_glucose,1933,0.0588724911701619,-0.088633860124199,0.8179451493065312,0.9379083567207765,False,0.9379083567207765,False
NOx,per_site,UAB,severe_hypo_fraction,715,0.0156741299375712,0.0010813514623377,0.8236581028840455,0.9379083567207765,False,0.9379083567207765,False
NOx,pooled,all,severe_hyper_windows_per_day,1944,0.0437123906334787,0.0223774576808605,0.8258154839524058,0.9379083567207765,False,0.9379083567207765,False
NOx,per_site,UAB,glucose_mean_daily_variance,715,0.0421758909633561,34.61787920042539,0.8268644671879374,0.9379083567207765,False,0.9379083567207765,False
NOx,per_site,UAB,glucose_overall_variance,715,0.0479611060945855,-45.175333737713686,0.8292239566742805,0.9379083567207765,False,0.9379083567207765,False
PM2.5,pooled,all,severe_hypo_mean_glucose,597,0.024700167634757,-0.0227554662783989,0.8298583223127332,0.9379083567207765,False,0.9379083567207765,False
NOx,per_site,UAB,moderate_hypo_mean_glucose,448,0.0108554966076436,0.1377643993023038,0.8354856555523077,0.9379083567207765,False,0.9379083567207765,False
VOC,pooled,all,glucose_overall_variance,1944,0.0518128695442432,32.14480322242264,0.8363564874906713,0.9379083567207765,False,0.9379083567207765,False
PM2.5,per_site,UCSD,moderate_hyper_windows_per_day,518,0.057880884624768,0.0229623522978887,0.8390500578904384,0.9379083567207765,False,0.9379083567207765,False
PM2.5,per_site,UCSD,severe_hypo_mean_glucose,118,0.0592574744677425,-0.0644402433688783,0.839684753379738,0.9379083567207765,False,0.9379083567207765,False
NOx,per_site,UW,severe_hypo_mean_glucose,215,0.0861628216958082,0.2575567902621943,0.8419540451090279,0.9379083567207765,False,0.9379083567207765,False
PM2.5,per_site,UAB,glucose_mean_daily_variance,715,0.0421638252159651,5.975713962997091,0.8434661958009761,0.9379083567207765,False,0.9379083567207765,False
PM2.5,per_site,UAB,severe_hyper_mean_glucose,296,0.108696678744328,-0.1995824879657632,0.8523951358059935,0.9441915350466389,False,0.9441915350466389,False
VOC,pooled,all,glucose_mean_daily_variance,1944,0.0512961529683352,21.679612451733178,0.8563690421907603,0.9449589431070458,False,0.9449589431070458,False
VOC,pooled,all,severe_hyper_windows_per_day,1944,0.0437035588588473,0.0230401492569983,0.8611510209700028,0.946608755875423,False,0.946608755875423,False
VOC,per_site,UAB,normal_fraction,715,0.0588261586677526,0.0101887638613684,0.8657657047074739,0.9480628249268156,False,0.9480628249268156,False
NOx,pooled,all,severe_hypo_mean_glucose,597,0.024664025354217,0.1091581599146264,0.8755815356476295,0.9521956116857752,False,0.9521956116857752,False
VOC,per_site,UCSD,severe_hypo_windows_per_day,518,0.0452876606575187,-0.0092753911533787,0.876152212141425,0.9521956116857752,False,0.9521956116857752,False
PM2.5,per_site,UW,glucose_mean,711,0.1094833455165571,-0.1758023209040831,0.8939605976079831,0.9620327290449983,False,0.9620327290449983,False
NOx,per_site,UW,glucose_mean_daily_variance,711,0.0928704588209865,15.597101638860067,0.8941342353575809,0.9620327290449983,False,0.9620327290449983,False
VOC,per_site,UCSD,severe_hyper_minutes_per_day,518,0.0356066471644608,5.383037438138162,0.8952249006390957,0.9620327290449983,False,0.9620327290449983,False
VOC,per_site,UW,severe_hyper_mean_glucose,243,0.1121668287342038,1.088967363643597,0.9132761809875134,0.9754238761560009,False,0.9754238761560009,False
VOC,per_site,UAB,severe_hypo_mean_glucose,264,0.031600228060286,-0.0994374219155318,0.915982563479958,0.9754238761560009,False,0.9754238761560009,False
NOx,per_site,UAB,severe_hyper_windows_per_day,715,0.0346362507296932,-0.0177649453729314,0.9183581618517948,0.9754238761560009,False,0.9754238761560009,False
PM2.5,per_site,UW,moderate_hyper_windows_per_day,711,0.0992217482386776,0.007613513294986,0.9212336608140008,0.9754238761560009,False,0.9754238761560009,False
VOC,per_site,UW,glucose_cv_ratio,711,0.0608550191700583,-0.0013488433345057,0.9304510557653398,0.9809472656855738,False,0.9809472656855738,False
NOx,pooled,all,glucose_mean,1944,0.0611932293668754,0.3943929068145291,0.9338897610962772,0.9809472656855738,False,0.9809472656855738,False
VOC,per_site,UW,severe_hyper_windows_per_day,711,0.0842885372797187,-0.017270080991556,0.9366683960539334,0.9809472656855738,False,0.9809472656855738,False
VOC,pooled,all,normal_mean_glucose,1933,0.0588492649408436,-0.199719787991729,0.9403947781849604,0.981281507671263,False,0.981281507671263,False
VOC,pooled,all,normal_minutes_per_day,1944,0.0629534822189391,-3.296981287687302,0.9482281376802736,0.982108803503924,False,0.982108803503924,False
NOx,per_site,UAB,normal_minutes_per_day,715,0.0620528152681678,4.027009534270226,0.9510019601974132,0.982108803503924,False,0.982108803503924,False
NOx,per_site,UAB,normal_fraction,715,0.0587927219739625,0.0027253402149562,0.9520409150656658,0.982108803503924,False,0.982108803503924,False
VOC,per_site,UCSD,moderate_hypo_windows_per_day,518,0.020582137684748,0.0093084135063854,0.957306356806906,0.982108803503924,False,0.982108803503924,False
PM2.5,per_site,UAB,severe_hypo_mean_glucose,264,0.0315679324756257,0.0075096536659116,0.9582381034187591,0.982108803503924,False,0.982108803503924,False
NOx,per_site,UW,moderate_hyper_windows_per_day,711,0.0992115974742735,-0.0177805397805091,0.965177627078978,0.9822142039887319,False,0.9822142039887319,False
VOC,per_site,UCSD,severe_hyper_fraction,518,0.0485117667154406,-0.0014695336072252,0.967929588190912,0.9822142039887319,False,0.9822142039887319,False
VOC,pooled,all,normal_fraction,1944,0.0621891365295106,0.0013809612428087,0.968572340044444,0.9822142039887319,False,0.9822142039887319,False
VOC,per_site,UAB,moderate_hyper_mean_glucose,642,0.0371324614142291,0.0808911662716613,0.9768452495443372,0.9837233902024664,False,0.9837233902024664,False
VOC,per_site,UAB,normal_minutes_per_day,715,0.0620487808332289,2.3940610092823618,0.9780901204998472,0.9837233902024664,False,0.9837233902024664,False
NOx,per_site,UW,normal_fraction,711,0.0960777175469077,0.0009499225083225,0.9809286012210552,0.9837233902024664,False,0.9837233902024664,False
NOx,per_site,UW,normal_minutes_per_day,711,0.0934425652671003,1.17138165778317,0.9837233902024664,0.9837233902024664,False,0.9837233902024664,False
