pollutant,scope,site,outcome,n,r2,coef,p_value,q_value_at_0.05,fdr_significant_q0.05,q_value_at_0.1,fdr_significant_q0.1
VOC,per_site,UW,normal_fraction,711,0.0968807029151873,0.0474728936985299,0.4305464077753995,0.7550403752069867,False,0.7550403752069867,False
NOx,pooled,all,glucose_overall_variance,1944,0.0520949947515239,94.38812652105658,0.4319954266303401,0.7550403752069867,False,0.7550403752069867,False
NOx,pooled,all,severe_hypo_fraction,1944,0.0083663608394886,0.0016693776402783,0.4342324116493904,0.7550403752069867,False,0.7550403752069867,False
PM2.5,per_site,UW,normal_minutes_per_day,711,0.0942281250312325,-8.448091629395442,0.4363166370996043,0.7550403752069867,False,0.7550403752069867,False
VOC,per_site,UAB,severe_hyper_windows_per_day,715,0.0354487192391358,-0.1788319102736131,0.4378185509012736,0.7550403752069867,False,0.7550403752069867,False
VOC,pooled,all,glucose_mean,1944,0.0614789789161177,-4.750133836498463,0.4405415603990803,0.7552141035412805,False,0.7552141035412805,False
VOC,per_site,UW,moderate_hypo_windows_per_day,711,0.0272657340836605,0.1533957349977892,0.4475296137637446,0.7576316559491838,False,0.7576316559491838,False
NOx,per_site,UW,moderate_hypo_mean_glucose,420,0.0186840601579125,-0.6576375869100168,0.447856855026406,0.7576316559491838,False,0.7576316559491838,False
PM2.5,per_site,UW,severe_hyper_minutes_per_day,711,0.0617754287689752,3.560711936781115,0.4498437957198279,0.7576316559491838,False,0.7576316559491838,False
PM2.5,pooled,all,moderate_hypo_mean_glucose,1150,0.0104886915361831,0.0615261392123667,0.4625286419011493,0.7667636580448243,False,0.7667636580448243,False
NOx,pooled,all,normal_minutes_per_day,1944,0.0632079789094648,-28.50222564098297,0.4670813821241496,0.7667636580448243,False,0.7667636580448243,False
NOx,pooled,all,moderate_hypo_windows_per_day,1944,0.0095662591051927,0.0656078728173019,0.472150868035543,0.7667636580448243,False,0.7667636580448243,False
VOC,per_site,UW,moderate_hypo_minutes_per_day,711,0.0250328979473509,4.476962716719954,0.4734297673671407,0.7667636580448243,False,0.7667636580448243,False
NOx,per_site,UW,severe_hyper_mean_glucose,243,0.1140714082331462,4.47832565185025,0.4765005278623161,0.7667636580448243,False,0.7667636580448243,False
VOC,per_site,UAB,glucose_overall_variance,715,0.0485720132143118,-196.4593860450628,0.4806217120260168,0.7667636580448243,False,0.7667636580448243,False
VOC,per_site,UAB,moderate_hypo_minutes_per_day,715,0.0207436154145759,4.542470359555385,0.481980859508683,0.7667636580448243,False,0.7667636580448243,False
