,outcome,n,predictor,coefficient,p_value
0,spikes_per_day_180,2116,age,0.021901673482404516,3.4423205617233583e-12
1,spikes_per_day_180,2116,bmi,0.016401791854108,0.00047355277478858656
2,spikes_per_day_180,2116,active_calories,0.00044805867086987087,0.14659348800423455
3,spikes_per_day_180,2116,steps,-8.911547565566104e-06,0.46367803461259743
