outcome,kruskal_stat,kruskal_p,mean_Healthy,mean_Pre-DM,mean_Oral Med,mean_Insulin
steps,3.248298649415622,0.3549035752464189,6579.201428571429,6354.771052631579,6843.740442176871,6726.451150442478
active_calories,2.4623648541001457,0.48213100774210693,198.03690958164643,195.29439926062847,199.314,211.13558704453442
