,outcome,n,predictor,coefficient,p_value
0,spikes_per_day_180,2116,age,0.013614634234666995,9.680877148029851e-07
1,spikes_per_day_180,2116,bmi,-0.007057448908894669,0.09561419739684283
2,spikes_per_day_180,2116,active_calories,0.0003416364000104499,0.20836851316453395
3,spikes_per_day_180,2116,steps,-1.2615308947271376e-05,0.23856604578723323
