metric,under70_n,under70_mean,under70_median,over70_n,over70_mean,over70_median,mannwhitney_p
glucose_mean,183,181.2203759145715,168.60533707865167,68,170.70439180761934,167.31629527745326,0.5435881160646261
glucose_cv,183,24.7404220037182,24.377534907997443,68,27.343896723278217,27.287890718783025,0.008341673365676644
tar_140,183,63.88083830544887,70.33274956217163,68,61.82972976834543,63.742230088058996,0.47702838238985845
tar_180,183,40.363497188429385,34.8861646234676,68,36.84602293738327,34.7002050031369,0.7879475954826636
tbr_70,183,0.7316449572785609,0.0521920668058455,68,1.0819447328121734,0.0700280112044818,0.3126604636474798
spikes_per_day_180,183,2.545800342879857,2.723642732049037,68,2.84011567628772,2.8759462341235422,0.2108934982495495
minutes_above_180_per_day,183,532.8209682620399,502.03223545900494,68,508.36994910742806,497.8213660245184,0.9664523257852426
mage,183,79.41526148209181,78.33333333333333,68,81.24596545151967,82.70460704607046,0.6007794154099056
