pollutant,scope,site,outcome,n,r2,coef,p_value
VOC,pooled,all,severe_hyper_minutes_per_day,1944,0.04109484673642916,-33.451720759707655,0.18216717329980778
VOC,per_site,UW,severe_hyper_minutes_per_day,711,0.061155836323487645,-12.528082190441086,0.7402393914229439
VOC,per_site,UAB,severe_hyper_minutes_per_day,715,0.052344947693996335,-66.16799407792544,0.16315050994412947
VOC,per_site,UCSD,severe_hyper_minutes_per_day,518,0.035606647164460825,5.383037438138162,0.8952249006390957
VOC,pooled,all,severe_hyper_fraction,1944,0.04054066215489294,-0.028503623386120218,0.18908766013780243
VOC,per_site,UW,severe_hyper_fraction,711,0.06886430291856693,-0.01267454752627965,0.7208652630652502
VOC,per_site,UAB,severe_hyper_fraction,715,0.05159202854235856,-0.05490573156942305,0.16175051589416553
VOC,per_site,UCSD,severe_hyper_fraction,518,0.04851176671544066,-0.001469533607225269,0.967929588190912
VOC,pooled,all,severe_hyper_mean_glucose,728,0.07290096869195539,-9.40822032682459,0.05975453260460572
VOC,per_site,UW,severe_hyper_mean_glucose,243,0.1121668287342038,1.088967363643597,0.9132761809875134
VOC,per_site,UAB,severe_hyper_mean_glucose,296,0.14289828302494167,-24.831055046892416,0.000850551089451235
VOC,per_site,UCSD,severe_hyper_mean_glucose,189,0.08857650757062929,-3.704749245099784,0.7126174561993296
VOC,pooled,all,severe_hyper_windows_per_day,1944,0.04370355885884736,0.02304014925699839,0.8611510209700028
VOC,per_site,UW,severe_hyper_windows_per_day,711,0.08428853727971874,-0.017270080991556025,0.9366683960539334
VOC,per_site,UAB,severe_hyper_windows_per_day,715,0.03544871923913584,-0.17883191027361317,0.4378185509012736
VOC,per_site,UCSD,severe_hyper_windows_per_day,518,0.04082885413318271,0.4313062964805434,0.07343938909028716
VOC,pooled,all,glucose_mean,1944,0.061478978916117755,-4.750133836498463,0.4405415603990803
VOC,per_site,UW,glucose_mean,711,0.11121024968467774,-12.388437356254897,0.2411899717691943
VOC,per_site,UAB,glucose_mean,715,0.05318471066709085,-5.605258548806123,0.5948541144996391
VOC,per_site,UCSD,glucose_mean,518,0.05009853754469562,5.322319481291723,0.6390039996345259
VOC,pooled,all,glucose_overall_variance,1944,0.051812869544243245,32.14480322242264,0.8363564874906713
VOC,per_site,UW,glucose_overall_variance,711,0.09073208629247831,93.06985872616885,0.6834560018668668
VOC,per_site,UAB,glucose_overall_variance,715,0.048572013214311816,-196.4593860450628,0.48062171202601683
VOC,per_site,UCSD,glucose_overall_variance,518,0.046640112397247635,402.97475855134525,0.17600117470466572
VOC,pooled,all,glucose_mean_daily_variance,1944,0.05129615296833523,21.679612451733178,0.8563690421907603
VOC,per_site,UW,glucose_mean_daily_variance,711,0.09292152538948706,42.42978108529434,0.8112502614990103
VOC,per_site,UAB,glucose_mean_daily_variance,715,0.04255609473845334,-120.3307684963399,0.5675790859658796
VOC,per_site,UCSD,glucose_mean_daily_variance,518,0.048024894203336,282.8801937118202,0.23121978162709242
VOC,pooled,all,glucose_cv_ratio,1944,0.045363274405477716,0.014181569774945047,0.11846248925146717
VOC,per_site,UW,glucose_cv_ratio,711,0.06085501917005831,-0.0013488433345057514,0.9304510557653398
VOC,per_site,UAB,glucose_cv_ratio,715,0.03399608284237454,0.00937975773905964,0.5385579210591672
VOC,per_site,UCSD,glucose_cv_ratio,518,0.06465201935041653,0.03975402903712875,0.02135041535327065
