,env_outcome,n,predictor,coefficient,p_value
0,log_pm25,2139,hba1c,0.137538660215735,1.1543093047614995e-05
1,log_pm25,2139,intraday_glucose_variance,-0.00019826989796252687,0.003331116860041056
2,log_pm25,2139,glucose_cv,0.018910126998813507,0.007637057559400649
3,log_pm25,2139,interday_glucose_variance,0.000108595103212547,0.09856702386098094
4,log_pm25,2139,glucose_mean,-0.0007668015448719731,0.5102249018491846
