n,r2,log_pm25_coef,log_pm25_p,steps_coef,steps_p,active_calories_coef,active_calories_p,bmi_coef,bmi_p,stress_coef,stress_p,sleep_hours_coef,sleep_hours_p,age_coef,age_p,outcome,variant
1838,0.3241862823558448,0.06607555873078887,0.00353684794548389,6.233121054327523e-06,0.4961884066635495,0.00030849077886920337,0.1558959656309254,0.008176157102924618,0.00962354977591308,0.0072750287594106145,0.00027172832868605466,-0.008265311548719319,0.5714727963899111,0.007512658614580731,0.00033206186909000784,hba1c,with_severity
1838,0.10036968555239256,0.1029948743496373,7.777795229675431e-05,-5.5716365670646484e-06,0.5971205231510321,0.0005378812170574167,0.031740499623164706,0.021561410846611756,1.946288419712319e-09,0.015692714292512816,5.5417710860578045e-12,-0.02650381114384477,0.11505647189459792,0.01331171609297865,2.9795959565186755e-08,hba1c,no_severity
1874,0.2758715825197704,-0.24748690275493837,0.7501662070426658,-0.00038777505115020205,0.21980299112887774,0.023952000160196357,0.001125950798829901,0.18375987540097002,0.08995191231849643,0.12311073807227631,0.07211861302209746,0.6562411351475219,0.19609466628772884,0.12906956665028627,0.07423606081670484,glucose_mean,with_severity
1874,0.05799090153335529,1.1386028432522528,0.1969583072355628,-0.0008863692554500279,0.013658542151211546,0.03369454034421617,5.721258012364302e-05,0.6164067558600287,4.1792253180105446e-07,0.4115917321855256,8.871998893305461e-08,0.0695234974342579,0.9041925148777166,0.32612894777702484,6.86713110421559e-05,glucose_mean,no_severity
1874,0.23244357710839558,0.18212308822838497,0.1289593520249037,-9.291532250013472e-06,0.8488449099278114,-0.0013101016803855308,0.24766551468056752,-0.05537465382549754,0.000939398961307479,0.02179524112880895,0.039096844055741646,-0.07443548091396515,0.3418849146721364,0.04172515509621967,0.00018784005150482985,glucose_cv,with_severity
1874,0.05517075421844453,0.38319272036887175,0.0038455634330209413,-8.02263024563199e-05,0.13676305880516276,-3.1951590988923035e-05,0.9796727749768026,0.0011338839804812717,0.950374503171931,0.05963044767088127,2.4168943028954576e-07,-0.1504688054553622,0.08274394191628495,0.06678083627880851,5.920347566182591e-08,glucose_cv,no_severity
1874,0.305037166279179,0.3000123749415449,0.4933039997249274,-0.00030293703410277055,0.08893212038414731,0.011487685226736344,0.0055439848704852855,0.04752471940015576,0.4362279962772951,0.09191570076487046,0.017205363590907862,0.2824203376392981,0.3233775946782896,0.0754442593231288,0.0640332543334626,tar_180,with_severity
1874,0.06338703405464619,1.158006762599207,0.022186872363919963,-0.0006119788406529496,0.002997567464873434,0.017373576146328548,0.00029510787969085295,0.3016617996786408,1.5420239081032175e-05,0.2663250270747965,1.6555280610470676e-09,-0.06205761469150582,0.8513860001636525,0.19203028150225937,4.3723699611753e-05,tar_180,no_severity
