experiment,exposure,outcome,site,n,estimate,ci_lo,ci_hi,p,note
E2D.1,steps,log_troponin,UW,721,-0.0378,-0.0731,-0.0024,0.03644927330413003,
E2D.1,steps,log_troponin,UAB,733,-0.0107,-0.0478,0.0265,0.5732478618696026,
E2D.1,steps,log_troponin,UCSD,503,-0.0239,-0.0693,0.0216,0.3032952372646656,
E2D.1,steps,monofilament_missed,UW,719,-0.1199,-0.2631,0.0233,0.10053706566311392,
E2D.1,steps,monofilament_missed,UAB,739,-0.1487,-0.299,0.0016,0.05244941214535649,
E2D.1,steps,monofilament_missed,UCSD,530,-0.1412,-0.2963,0.014,0.07439506314290603,
E2D.1,heart_rate,abn_kidney,UW,717,0.9544,0.7403,1.2305,0.7190884849206292,
E2D.1,heart_rate,abn_kidney,UAB,728,1.3123,1.0274,1.6762,0.029512873601585398,
E2D.1,heart_rate,abn_kidney,UCSD,497,1.1677,0.9039,1.5086,0.2354465233692855,
E2D.1,heart_rate,abn_heart,UW,717,0.7753,0.6003,1.0013,0.05116863694832788,
E2D.1,heart_rate,abn_heart,UAB,732,1.0804,0.8632,1.3523,0.49925932195946965,
E2D.1,heart_rate,abn_heart,UCSD,501,1.0027,0.8016,1.2544,0.9808970166845513,
E2D.1,heart_rate,abn_nerve,UW,715,1.0792,0.8291,1.4048,0.5710238303172674,
E2D.1,heart_rate,abn_nerve,UAB,738,1.0449,0.8376,1.3036,0.696921480968872,
E2D.1,heart_rate,abn_nerve,UCSD,528,1.0272,0.7963,1.325,0.8365505274436974,
E2D.1,heart_rate,abn_any,UW,713,0.8332,0.6787,1.0228,0.08114944900205924,
E2D.1,heart_rate,abn_any,UAB,728,1.146,0.9494,1.3833,0.15591967784371902,
E2D.1,heart_rate,abn_any,UCSD,495,1.0627,0.8778,1.2865,0.5331269826436039,
E2D.1,heart_rate,abn_multi,UW,713,1.0457,0.7692,1.4215,0.775611706375465,
E2D.1,heart_rate,abn_multi,UAB,728,1.1169,0.8668,1.4392,0.39253382474656084,
E2D.1,heart_rate,abn_multi,UCSD,495,1.0454,0.7647,1.4293,0.7805855823729919,
E2D.1,heart_rate,log_acr,UW,717,0.1161,-0.0418,0.274,0.14942137253469923,
E2D.1,heart_rate,log_acr,UAB,728,0.2401,0.0905,0.3897,0.0016997000944304623,
E2D.1,heart_rate,log_acr,UCSD,497,0.1186,-0.0463,0.2835,0.15833069536831743,
E2D.1,heart_rate,log_troponin,UW,717,-0.0082,-0.0434,0.027,0.647882657849808,
E2D.1,heart_rate,log_troponin,UAB,732,0.0322,-0.0111,0.0754,0.1445020240956406,
E2D.1,heart_rate,log_troponin,UCSD,501,-0.0006,-0.0427,0.0414,0.9758472116818865,
E2D.1,heart_rate,monofilament_missed,UW,715,0.0272,-0.1144,0.1687,0.7061919491622024,
E2D.1,heart_rate,monofilament_missed,UAB,738,-0.0351,-0.2104,0.1402,0.6941908027491343,
E2D.1,heart_rate,monofilament_missed,UCSD,528,-0.0142,-0.1566,0.1283,0.8451393441104076,
E2D.1,stress,abn_kidney,UW,719,1.0718,0.852,1.3482,0.5538967460095213,
E2D.1,stress,abn_kidney,UAB,728,1.3483,1.0943,1.6611,0.0050037002113781,
E2D.1,stress,abn_kidney,UCSD,495,1.0567,0.8183,1.3644,0.6725873869104113,
E2D.1,stress,abn_heart,UW,719,0.9002,0.7129,1.1368,0.3772724548791604,
E2D.1,stress,abn_heart,UAB,732,1.0361,0.8492,1.2641,0.7269683978214425,
E2D.1,stress,abn_heart,UCSD,499,0.9911,0.7899,1.2436,0.9386620721583455,
E2D.1,stress,abn_nerve,UW,717,1.0055,0.7905,1.2791,0.9641483175148163,
E2D.1,stress,abn_nerve,UAB,738,0.9524,0.7819,1.16,0.627938168023698,
E2D.1,stress,abn_nerve,UCSD,526,1.1167,0.8657,1.4405,0.3953473511316856,
E2D.1,stress,abn_any,UW,715,0.9371,0.7753,1.1326,0.5015725619552203,
E2D.1,stress,abn_any,UAB,728,1.0387,0.8792,1.2271,0.6551673065200081,
E2D.1,stress,abn_any,UCSD,493,0.9913,0.8135,1.2079,0.9307679378641782,
E2D.1,stress,abn_multi,UW,715,1.0902,0.8306,1.4309,0.5336521200958233,
E2D.1,stress,abn_multi,UAB,728,1.1824,0.9486,1.4737,0.1360870577415071,
E2D.1,stress,abn_multi,UCSD,493,1.1273,0.8304,1.5305,0.4422831563405931,
E2D.1,stress,log_acr,UW,719,0.1731,0.0217,0.3244,0.025081212593833644,
E2D.1,stress,log_acr,UAB,728,0.1676,0.0344,0.3007,0.01373587493168488,
E2D.1,stress,log_acr,UCSD,495,0.0847,-0.0881,0.2574,0.33599527180254585,
E2D.1,stress,log_troponin,UW,719,0.0101,-0.0235,0.0438,0.5543699393641988,
E2D.1,stress,log_troponin,UAB,732,0.0245,-0.0139,0.0629,0.21012884923095088,
E2D.1,stress,log_troponin,UCSD,499,0.0147,-0.0291,0.0584,0.510393775572869,
E2D.1,stress,monofilament_missed,UW,717,0.048,-0.0882,0.1841,0.4893212283041669,
E2D.1,stress,monofilament_missed,UAB,738,0.0076,-0.1473,0.1626,0.9230844124565009,
E2D.1,stress,monofilament_missed,UCSD,526,0.0345,-0.1155,0.1844,0.6517798378742539,
E2D.1,sleep_hours,abn_kidney,UW,731,1.2203,0.9771,1.5241,0.07911194189768735,
E2D.1,sleep_hours,abn_kidney,UAB,722,0.9977,0.8029,1.2398,0.9834752751478111,
E2D.1,sleep_hours,abn_kidney,UCSD,555,0.954,0.7622,1.1941,0.6808563435878545,
E2D.1,sleep_hours,abn_heart,UW,731,0.8825,0.7006,1.1118,0.2887892052942913,
E2D.1,sleep_hours,abn_heart,UAB,726,0.9227,0.7529,1.1308,0.4380078046684197,
E2D.1,sleep_hours,abn_heart,UCSD,559,0.8377,0.6832,1.0271,0.088631687514205,
E2D.1,sleep_hours,abn_nerve,UW,729,1.1199,0.8816,1.4227,0.3534803767611039,
E2D.1,sleep_hours,abn_nerve,UAB,732,1.0296,0.8448,1.2547,0.7726957713319396,
E2D.1,sleep_hours,abn_nerve,UCSD,585,1.2274,0.9715,1.5508,0.08586219452467435,
E2D.1,sleep_hours,abn_any,UW,727,1.0383,0.8683,1.2416,0.6801960201137437,
E2D.1,sleep_hours,abn_any,UAB,722,0.9997,0.8429,1.1856,0.9969160638065344,
E2D.1,sleep_hours,abn_any,UCSD,552,0.9651,0.8136,1.1447,0.6830809397492308,
E2D.1,sleep_hours,abn_multi,UW,727,1.0652,0.8002,1.4179,0.6651296530985429,
E2D.1,sleep_hours,abn_multi,UAB,722,0.9585,0.7645,1.2017,0.7133476252628228,
E2D.1,sleep_hours,abn_multi,UCSD,552,0.9912,0.7468,1.3156,0.9512534858925837,
E2D.1,sleep_hours,log_acr,UW,731,0.0782,-0.0637,0.22,0.2795248449950264,
E2D.1,sleep_hours,log_acr,UAB,722,-0.0479,-0.184,0.0882,0.489497928815258,
E2D.1,sleep_hours,log_acr,UCSD,555,-0.0878,-0.2384,0.0628,0.2525570440651512,
E2D.1,sleep_hours,log_troponin,UW,731,0.0018,-0.0302,0.0338,0.9122059845419481,
E2D.1,sleep_hours,log_troponin,UAB,726,0.0042,-0.0353,0.0437,0.833995782660863,
E2D.1,sleep_hours,log_troponin,UCSD,559,-0.0169,-0.0547,0.021,0.3813306267816441,
E2D.1,sleep_hours,monofilament_missed,UW,729,0.0496,-0.0771,0.1764,0.4424101131956367,
E2D.1,sleep_hours,monofilament_missed,UAB,732,0.0595,-0.1031,0.222,0.47285047578659634,
E2D.1,sleep_hours,monofilament_missed,UCSD,585,0.1092,-0.0231,0.2414,0.10564823059647799,
E2D.1,spo2,abn_kidney,UW,707,0.8314,0.6561,1.0536,0.12652208591085612,
E2D.1,spo2,abn_kidney,UAB,728,0.8783,0.6983,1.1046,0.2671835167357497,
E2D.1,spo2,abn_kidney,UCSD,160,1.2741,0.8657,1.8751,0.21930461708137783,
E2D.1,spo2,abn_heart,UW,707,0.978,0.7707,1.2412,0.8551142522834453,
E2D.1,spo2,abn_heart,UAB,732,1.0066,0.8117,1.2483,0.9524937071279619,
E2D.1,spo2,abn_heart,UCSD,162,1.0943,0.7948,1.5066,0.5808233249508115,
E2D.1,spo2,abn_nerve,UW,705,1.0378,0.8011,1.3444,0.7789495422545148,
E2D.1,spo2,abn_nerve,UAB,738,0.9186,0.7444,1.1337,0.4290394038548746,
E2D.1,spo2,abn_nerve,UCSD,181,0.8057,0.5768,1.1255,0.20519221898122186,
E2D.1,spo2,abn_any,UW,703,0.9335,0.7714,1.1295,0.4789510444912388,
E2D.1,spo2,abn_any,UAB,728,0.8855,0.7418,1.057,0.17809657863004025,
E2D.1,spo2,abn_any,UCSD,160,1.1752,0.8897,1.5522,0.2556055032211664,
E2D.1,spo2,abn_multi,UW,703,0.9272,0.6821,1.2604,0.6295755602439561,
E2D.1,spo2,abn_multi,UAB,728,1.0193,0.798,1.302,0.8783879123638312,
E2D.1,spo2,abn_multi,UCSD,160,1.0774,0.7183,1.6159,0.7185922080582419,
E2D.1,spo2,log_acr,UW,707,-0.1653,-0.3128,-0.0179,0.028042706708261932,
E2D.1,spo2,log_acr,UAB,728,-0.0569,-0.1966,0.0828,0.42424163628174083,
E2D.1,spo2,log_acr,UCSD,160,0.2424,-0.0146,0.4993,0.06433147319775831,
E2D.1,spo2,log_troponin,UW,707,0.0038,-0.0293,0.0368,0.823375141600903,
E2D.1,spo2,log_troponin,UAB,732,-0.0019,-0.0425,0.0386,0.9266874022473057,
E2D.1,spo2,log_troponin,UCSD,162,0.0189,-0.0415,0.0793,0.5379379837081469,
E2D.1,spo2,monofilament_missed,UW,705,-0.0203,-0.1568,0.1163,0.7708732027193111,
E2D.1,spo2,monofilament_missed,UAB,738,-0.1241,-0.2882,0.0401,0.13821197346747832,
E2D.1,spo2,monofilament_missed,UCSD,181,-0.0119,-0.2621,0.2383,0.9255441639329499,
E2E.2,rate_bpm,abn_kidney,UW,784,1.1977,0.963,1.4897,0.10495376339885965,
E2E.2,rate_bpm,abn_kidney,UAB,781,1.3372,1.0806,1.6549,0.007528964827536238,
E2E.2,rate_bpm,abn_kidney,UCSD,636,1.2169,0.9675,1.5307,0.09346757216829164,
E2E.2,rate_bpm,abn_heart,UW,784,0.9411,0.7564,1.171,0.5861063895312657,
E2E.2,rate_bpm,abn_heart,UAB,784,1.3291,1.0871,1.6249,0.005526840817822471,
E2E.2,rate_bpm,abn_heart,UCSD,640,1.3945,1.1251,1.7285,0.0023981059321817742,
E2E.2,rate_bpm,abn_nerve,UW,783,1.0961,0.8692,1.3822,0.4382092834634108,
E2E.2,rate_bpm,abn_nerve,UAB,791,1.1033,0.9034,1.3476,0.33518434900524774,
E2E.2,rate_bpm,abn_nerve,UCSD,669,1.2409,0.9782,1.5742,0.07537304192896398,
E2E.2,rate_bpm,abn_any,UW,781,1.0494,0.8799,1.2516,0.5916257800692517,
E2E.2,rate_bpm,abn_any,UAB,781,1.2302,1.0354,1.4616,0.018485014461745886,
E2E.2,rate_bpm,abn_any,UCSD,631,1.2982,1.0763,1.5658,0.006355012107943302,
E2E.2,rate_bpm,abn_multi,UW,781,1.1522,0.8806,1.5075,0.30155382886953574,
E2E.2,rate_bpm,abn_multi,UAB,781,1.3273,1.0623,1.6583,0.012697870504751168,
E2E.2,rate_bpm,abn_multi,UCSD,631,1.397,1.0546,1.8507,0.019781822889793,
E2E.2,rate_bpm,log_acr,UW,784,0.2045,0.0683,0.3408,0.003304543024535861,
E2E.2,rate_bpm,log_acr,UAB,781,0.1858,0.0503,0.3213,0.007265795869958749,
E2E.2,rate_bpm,log_acr,UCSD,636,0.3144,0.1511,0.4777,0.00017057799142989984,
E2E.2,rate_bpm,log_troponin,UW,784,0.0274,-0.004,0.0589,0.0874138079071294,
E2E.2,rate_bpm,log_troponin,UAB,784,0.0488,0.0094,0.0883,0.015356806382613017,
E2E.2,rate_bpm,log_troponin,UCSD,640,0.0726,0.0315,0.1138,0.0005632021153967291,
E2E.2,rate_bpm,monofilament_missed,UW,783,0.0914,-0.0305,0.2134,0.1415557627112053,
E2E.2,rate_bpm,monofilament_missed,UAB,791,0.021,-0.1399,0.1819,0.7981078443987869,
E2E.2,rate_bpm,monofilament_missed,UCSD,669,0.1129,-0.0311,0.257,0.12412541665484439,
E2E.2,pr_ms,abn_kidney,UW,773,0.9648,0.7885,1.1806,0.7277923931126092,
E2E.2,pr_ms,abn_kidney,UAB,772,0.8102,0.653,1.0052,0.05580253591304084,
E2E.2,pr_ms,abn_kidney,UCSD,621,0.9164,0.739,1.1363,0.4263051146439776,
E2E.2,pr_ms,abn_heart,UW,772,1.1367,0.9269,1.394,0.21842942441947755,
E2E.2,pr_ms,abn_heart,UAB,775,1.0508,0.8646,1.2771,0.6186049961148921,
E2E.2,pr_ms,abn_heart,UCSD,624,1.2754,1.0517,1.5468,0.01344070635111804,
E2E.2,pr_ms,abn_nerve,UW,771,1.281,1.0336,1.5876,0.023736630359489082,
E2E.2,pr_ms,abn_nerve,UAB,781,1.1759,0.9652,1.4325,0.1077275989624904,
E2E.2,pr_ms,abn_nerve,UCSD,653,1.0348,0.8373,1.2789,0.7515902758429668,
E2E.2,pr_ms,abn_any,UW,770,1.1228,0.9411,1.3395,0.19848530908265027,
E2E.2,pr_ms,abn_any,UAB,772,0.9843,0.8298,1.1674,0.8554230636836171,
E2E.2,pr_ms,abn_any,UCSD,616,1.1294,0.9556,1.3347,0.15343734819742896,
E2E.2,pr_ms,abn_multi,UW,770,1.1227,0.887,1.421,0.3357902632424339,
E2E.2,pr_ms,abn_multi,UAB,772,1.0934,0.8806,1.3575,0.4186968653332168,
E2E.2,pr_ms,abn_multi,UCSD,616,1.1674,0.9121,1.4941,0.21911378106921786,
E2E.2,pr_ms,log_acr,UW,773,-0.005,-0.1435,0.1335,0.9437961614880771,
E2E.2,pr_ms,log_acr,UAB,772,-0.0175,-0.1534,0.1184,0.8001836274289366,
E2E.2,pr_ms,log_acr,UCSD,621,-0.1353,-0.2866,0.016,0.07959805807272531,
E2E.2,pr_ms,log_troponin,UW,772,0.0255,-0.0057,0.0567,0.10926707533756515,
E2E.2,pr_ms,log_troponin,UAB,775,0.0344,-0.0045,0.0734,0.08301542000540907,
E2E.2,pr_ms,log_troponin,UCSD,624,0.0359,-0.0017,0.0736,0.06144171673985683,
E2E.2,pr_ms,monofilament_missed,UW,771,0.0432,-0.0751,0.1615,0.4737531442623234,
E2E.2,pr_ms,monofilament_missed,UAB,781,0.175,0.0209,0.3291,0.026037219404662918,
E2E.2,pr_ms,monofilament_missed,UCSD,653,0.0275,-0.102,0.157,0.6771054205452016,
E2E.2,qrsd_ms,abn_kidney,UW,784,1.1359,0.934,1.3814,0.20191677056640356,
E2E.2,qrsd_ms,abn_kidney,UAB,781,1.1537,0.9644,1.3802,0.11785411978226248,
E2E.2,qrsd_ms,abn_kidney,UCSD,636,1.1525,0.9453,1.4051,0.16029473451994003,
E2E.2,qrsd_ms,abn_heart,UW,784,1.7411,1.4311,2.1182,2.9635426590341145e-08,
E2E.2,qrsd_ms,abn_heart,UAB,784,1.2821,1.0752,1.5289,0.005657230134918649,
E2E.2,qrsd_ms,abn_heart,UCSD,640,1.3638,1.1412,1.6298,0.0006423158332713437,
E2E.2,qrsd_ms,abn_nerve,UW,783,1.3042,1.07,1.5897,0.008540480082192237,
E2E.2,qrsd_ms,abn_nerve,UAB,791,1.288,1.0934,1.5173,0.002459928001261712,
E2E.2,qrsd_ms,abn_nerve,UCSD,669,1.1702,0.9606,1.4256,0.1186386549624705,
E2E.2,qrsd_ms,abn_any,UW,781,1.5629,1.2968,1.8836,2.74437336354587e-06,
E2E.2,qrsd_ms,abn_any,UAB,781,1.4235,1.1954,1.6951,7.415250417328053e-05,
E2E.2,qrsd_ms,abn_any,UCSD,631,1.4193,1.1933,1.6882,7.606775346658326e-05,
E2E.2,qrsd_ms,abn_multi,UW,781,1.4909,1.1976,1.8561,0.0003527459961576979,
E2E.2,qrsd_ms,abn_multi,UAB,781,1.1727,0.9783,1.4058,0.08493960878355059,
E2E.2,qrsd_ms,abn_multi,UCSD,631,1.1964,0.9538,1.5005,0.12090488922997854,
E2E.2,qrsd_ms,log_acr,UW,784,0.0495,-0.0906,0.1896,0.4881327107056065,
E2E.2,qrsd_ms,log_acr,UAB,781,0.1585,0.0308,0.2863,0.015072696089527675,
E2E.2,qrsd_ms,log_acr,UCSD,636,0.1454,-0.0061,0.2968,0.059884888520763756,
E2E.2,qrsd_ms,log_troponin,UW,784,0.1268,0.0959,0.1578,3.473696606826624e-15,
E2E.2,qrsd_ms,log_troponin,UAB,784,0.0928,0.0561,0.1294,8.257195241973866e-07,
E2E.2,qrsd_ms,log_troponin,UCSD,640,0.1033,0.0659,0.1407,8.212771726437071e-08,
E2E.2,qrsd_ms,monofilament_missed,UW,783,0.1925,0.0677,0.3172,0.0025336302717735393,
E2E.2,qrsd_ms,monofilament_missed,UAB,791,0.2746,0.1241,0.4251,0.0003633938875774782,
E2E.2,qrsd_ms,monofilament_missed,UCSD,669,0.0547,-0.0782,0.1877,0.4190901168272734,
E2E.2,qt_ms,abn_kidney,UW,784,1.0482,0.8485,1.2949,0.6622372025931066,
E2E.2,qt_ms,abn_kidney,UAB,781,0.7739,0.6166,0.9714,0.027124191301412023,
E2E.2,qt_ms,abn_kidney,UCSD,636,1.002,0.7967,1.2602,0.986237797741015,
E2E.2,qt_ms,abn_heart,UW,784,1.3678,1.1201,1.6702,0.0021226513516293807,
E2E.2,qt_ms,abn_heart,UAB,784,0.8997,0.7408,1.0927,0.2863171013580099,
E2E.2,qt_ms,abn_heart,UCSD,640,0.8777,0.7116,1.0825,0.22281163154484962,
E2E.2,qt_ms,abn_nerve,UW,783,0.9974,0.7974,1.2474,0.9815427689988415,
E2E.2,qt_ms,abn_nerve,UAB,791,0.9872,0.8117,1.2007,0.8975117306219714,
E2E.2,qt_ms,abn_nerve,UCSD,669,0.9702,0.7681,1.2254,0.7993387594738809,
E2E.2,qt_ms,abn_any,UW,781,1.1137,0.9422,1.3164,0.20707764066099232,
E2E.2,qt_ms,abn_any,UAB,781,0.9705,0.8207,1.1477,0.7265446756695622,
E2E.2,qt_ms,abn_any,UCSD,631,0.9486,0.7927,1.1351,0.564253653223152,
E2E.2,qt_ms,abn_multi,UW,781,1.2807,0.9977,1.6441,0.05215344538155918,
E2E.2,qt_ms,abn_multi,UAB,781,0.7932,0.6303,0.9981,0.04817550341815515,
E2E.2,qt_ms,abn_multi,UCSD,631,0.944,0.7118,1.2518,0.6888815348329181,
E2E.2,qt_ms,log_acr,UW,784,-0.0907,-0.2239,0.0425,0.1815376718779835,
E2E.2,qt_ms,log_acr,UAB,781,-0.0874,-0.222,0.0472,0.20289212281726954,
E2E.2,qt_ms,log_acr,UCSD,636,-0.0803,-0.2407,0.0802,0.32627793900795254,
E2E.2,qt_ms,log_troponin,UW,784,0.0175,-0.0131,0.0482,0.26215118860578823,
E2E.2,qt_ms,log_troponin,UAB,784,-0.008,-0.0472,0.0312,0.6874571045793991,
E2E.2,qt_ms,log_troponin,UCSD,640,-0.015,-0.0553,0.0254,0.46685089337586483,
E2E.2,qt_ms,monofilament_missed,UW,783,-0.0437,-0.1628,0.0753,0.4711164092591117,
E2E.2,qt_ms,monofilament_missed,UAB,791,0.086,-0.0738,0.2458,0.2910889660639069,
E2E.2,qt_ms,monofilament_missed,UCSD,669,-0.0272,-0.167,0.1127,0.7029383316450974,
E2E.2,qtc_ms,abn_kidney,UW,784,1.2965,1.0659,1.5771,0.009363222480129834,
E2E.2,qtc_ms,abn_kidney,UAB,781,1.0401,0.8567,1.2628,0.6909900096994148,
E2E.2,qtc_ms,abn_kidney,UCSD,636,1.2133,0.9831,1.4972,0.07162729125567965,
E2E.2,qtc_ms,abn_heart,UW,784,1.3347,1.0968,1.6242,0.003943709764096684,
E2E.2,qtc_ms,abn_heart,UAB,784,1.1536,0.9653,1.3787,0.11605608685245494,
E2E.2,qtc_ms,abn_heart,UCSD,640,1.1508,0.9493,1.3951,0.15269588123645586,
E2E.2,qtc_ms,abn_nerve,UW,783,1.0997,0.8846,1.367,0.39218708434077976,
E2E.2,qtc_ms,abn_nerve,UAB,791,1.0529,0.8805,1.2591,0.5720455517893764,
E2E.2,qtc_ms,abn_nerve,UCSD,669,1.2019,0.978,1.4771,0.08035701328742643,
E2E.2,qtc_ms,abn_any,UW,781,1.2055,1.0152,1.4314,0.033022396264978326,
E2E.2,qtc_ms,abn_any,UAB,781,1.1938,1.0156,1.4032,0.031723498229427306,
E2E.2,qtc_ms,abn_any,UCSD,631,1.2069,1.0102,1.442,0.0382768228923018,
E2E.2,qtc_ms,abn_multi,UW,781,1.5102,1.1959,1.9069,0.0005335107556047478,
E2E.2,qtc_ms,abn_multi,UAB,781,1.013,0.8316,1.2341,0.8976016921526692,
E2E.2,qtc_ms,abn_multi,UCSD,631,1.2328,0.9699,1.567,0.08721247137122448,
E2E.2,qtc_ms,log_acr,UW,784,0.1329,-0.0034,0.2693,0.05596362577165054,
E2E.2,qtc_ms,log_acr,UAB,781,0.101,-0.0266,0.2286,0.12056120577422115,
E2E.2,qtc_ms,log_acr,UCSD,636,0.2429,0.0906,0.3951,0.0018105447817676646,
E2E.2,qtc_ms,log_troponin,UW,784,0.0505,0.0192,0.0818,0.0015988848926399024,
E2E.2,qtc_ms,log_troponin,UAB,784,0.0374,0.0005,0.0742,0.046888923403755764,
E2E.2,qtc_ms,log_troponin,UCSD,640,0.0447,0.0064,0.0829,0.022101541002326378,
E2E.2,qtc_ms,monofilament_missed,UW,783,0.0568,-0.0655,0.179,0.36229412633737945,
E2E.2,qtc_ms,monofilament_missed,UAB,791,0.1013,-0.0491,0.2516,0.18639222793848453,
E2E.2,qtc_ms,monofilament_missed,UCSD,669,0.0981,-0.0353,0.2315,0.14914050747418883,
E2F.1,healthcare_access_barriers,unrec_kidney,UW,84,1.0523,0.6331,1.7489,0.8441892033011212,
E2F.1,healthcare_access_barriers,unrec_kidney,UAB,91,1.293,0.7603,2.1987,0.3428874142621129,
E2F.1,healthcare_access_barriers,unrec_kidney,UCSD,88,0.8987,0.4215,1.9165,0.7823174121140326,
E2F.1,prescription_unaffordable,unrec_kidney,UW,83,0.714,0.4134,1.2332,0.22692836046378728,
E2F.1,prescription_unaffordable,unrec_kidney,UAB,89,0.735,0.4825,1.1197,0.15165529708872433,
E2F.1,prescription_unaffordable,unrec_kidney,UCSD,85,0.9982,0.5687,1.752,0.9949008852436348,
E2F.1,food_insecurity,unrec_kidney,UW,100,1.6442,0.7842,3.4474,0.18805095148786766,
E2F.1,food_insecurity,unrec_kidney,UAB,115,0.8475,0.5475,1.3118,0.4578526979377019,
E2F.1,food_insecurity,unrec_kidney,UCSD,93,1.2457,0.61,2.5439,0.546483368579939,
E2F.1,food_insecure,unrec_kidney,UW,100,1.6429,0.2996,9.0096,0.5674980954661597,
E2F.1,food_insecure,unrec_kidney,UAB,115,0.6062,0.162,2.2688,0.4572600589564625,
E2F.1,food_insecure,unrec_kidney,UCSD,93,1.3784,0.2394,7.9357,0.7193778370276311,
E2F.1,housing_insecure,unrec_kidney,UW,83,11.1681,0.2438,511.5977,0.2162199161682301,
E2F.1,housing_insecure,unrec_kidney,UAB,90,,,,,fit unstable: separation (tiny cell)
E2F.1,housing_insecure,unrec_kidney,UCSD,87,1.8478,0.1316,25.9451,0.6487547225676855,
E2F.1,clinician_discrimination,unrec_kidney,UW,83,0.999,0.5651,1.7662,0.9973617554628736,
E2F.1,clinician_discrimination,unrec_kidney,UAB,89,1.065,0.4871,2.3285,0.874636882308195,
E2F.1,clinician_discrimination,unrec_kidney,UCSD,88,1.0562,0.4743,2.3519,0.893561796662487,
E2F.1,healthcare_access_barriers,unrec_heart,UW,105,0.5471,0.3325,0.9001,0.017596588208300897,
E2F.1,healthcare_access_barriers,unrec_heart,UAB,149,0.7265,0.5183,1.0182,0.0635843913137899,
E2F.1,healthcare_access_barriers,unrec_heart,UCSD,121,0.6858,0.451,1.0428,0.07775671792523693,
E2F.1,prescription_unaffordable,unrec_heart,UW,104,3.001,0.5693,15.8197,0.19507307661241913,
E2F.1,prescription_unaffordable,unrec_heart,UAB,148,1.3217,0.9168,1.9055,0.1350730386697535,
E2F.1,prescription_unaffordable,unrec_heart,UCSD,117,0.8954,0.6328,1.267,0.5327159601067535,
E2F.1,food_insecurity,unrec_heart,UW,125,1.3197,0.6763,2.5752,0.41605880274645335,
E2F.1,food_insecurity,unrec_heart,UAB,177,1.1784,0.7951,1.7464,0.41356199826796813,
E2F.1,food_insecurity,unrec_heart,UCSD,130,0.9506,0.6478,1.3948,0.795495522346017,
E2F.1,food_insecure,unrec_heart,UW,125,2.5742,0.3788,17.4924,0.33348127942286565,
E2F.1,food_insecure,unrec_heart,UAB,177,1.9238,0.6312,5.8636,0.24988250362718722,
E2F.1,food_insecure,unrec_heart,UCSD,130,1.1992,0.3628,3.964,0.765811696629495,
E2F.1,housing_insecure,unrec_heart,UW,105,,,,,fit unstable: separation (tiny cell)
E2F.1,housing_insecure,unrec_heart,UAB,148,0.1334,0.0109,1.6356,0.11519818496848121,
E2F.1,housing_insecure,unrec_heart,UCSD,121,1.1982,0.2702,5.3142,0.8119643953706763,
E2F.1,clinician_discrimination,unrec_heart,UW,105,1.1264,0.4858,2.6114,0.7814912368115172,
E2F.1,clinician_discrimination,unrec_heart,UAB,149,0.7563,0.4815,1.188,0.22539103510955827,
E2F.1,clinician_discrimination,unrec_heart,UCSD,120,0.6045,0.3883,0.9412,0.025857575869053066,
E2F.1,healthcare_access_barriers,unrec_either,UW,159,0.9205,0.624,1.3579,0.6761859722656982,
E2F.1,healthcare_access_barriers,unrec_either,UAB,197,0.8866,0.635,1.2379,0.47971672849999936,
E2F.1,healthcare_access_barriers,unrec_either,UCSD,172,0.8314,0.579,1.1938,0.31718080794293557,
E2F.1,prescription_unaffordable,unrec_either,UW,158,0.5979,0.3744,0.9549,0.03130389418255724,
E2F.1,prescription_unaffordable,unrec_either,UAB,196,0.9177,0.6862,1.2274,0.5628385223532377,
E2F.1,prescription_unaffordable,unrec_either,UCSD,165,0.9886,0.7157,1.3655,0.944313421519985,
E2F.1,food_insecurity,unrec_either,UW,185,1.017,0.6426,1.6094,0.9427065963681983,
E2F.1,food_insecurity,unrec_either,UAB,231,0.9827,0.6939,1.3917,0.9217455635333591,
E2F.1,food_insecurity,unrec_either,UCSD,184,1.0204,0.708,1.4705,0.913934038958516,
E2F.1,food_insecure,unrec_either,UW,185,0.7905,0.2137,2.925,0.7247690519871215,
E2F.1,food_insecure,unrec_either,UAB,231,0.744,0.2886,1.9181,0.5406019574086492,
E2F.1,food_insecure,unrec_either,UCSD,184,1.4746,0.4593,4.7341,0.5139573417504437,
E2F.1,housing_insecure,unrec_either,UW,158,,,,,fit unstable: separation (tiny cell)
E2F.1,housing_insecure,unrec_either,UAB,196,1.6639,0.1141,24.2554,0.7095619612305575,
E2F.1,housing_insecure,unrec_either,UCSD,171,0.9498,0.2343,3.8512,0.9425548479237805,
E2F.1,clinician_discrimination,unrec_either,UW,158,0.759,0.4602,1.2517,0.279957307844232,
E2F.1,clinician_discrimination,unrec_either,UAB,196,0.581,0.3666,0.9208,0.02081298484869524,
E2F.1,clinician_discrimination,unrec_either,UCSD,171,0.82,0.5511,1.22,0.32758886141003674,
E2C.2,cesd_total,unrec_kidney,UW,99,1.4211,0.7551,2.6746,0.2760366339034527,
E2C.2,cesd_total,unrec_kidney,UAB,115,0.6312,0.3741,1.0649,0.08465746910831383,
E2C.2,cesd_total,unrec_kidney,UCSD,94,1.6067,0.7086,3.6431,0.25626885266342037,
